activity,alley_condition,bbl_hotel,bbl_multifamily_rental,bbl_restaurant,bbl_single_family_rental,bbl_storage,bbl_two_family_rental,communitygarden_area,communitygarden_id,dcrapermit_addition,dcrapermit_demolition,dcrapermit_excavation,dcrapermit_new_building,dcrapermit_raze,impervious_area,month,num_mixed_use,num_non_residential,num_residential,park,pct_mixed_use,pct_non_residential,pct_residential,pop_density,sidewalk_grates,ssl_cndtn_Average_comm,ssl_cndtn_Average_res,ssl_cndtn_Excellent_comm,ssl_cndtn_Excellent_res,ssl_cndtn_Fair_comm,ssl_cndtn_Fair_res,ssl_cndtn_Good_comm,ssl_cndtn_Good_res,ssl_cndtn_Poor_comm,ssl_cndtn_Poor_res,ssl_cndtn_VeryGood_comm,ssl_cndtn_VeryGood_res,tot_pop,well_activity,WARD
0.0,22.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18529.2541267,1,0.0,10.0,8.0,1.0,0.0,0.555555555556,0.444444444444,52431.0722263,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,8.0,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12849.5899361,1,0.0,3.0,17.0,0.0,0.0,0.15,0.85,28407.9313796,3.0,0.75,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.25,0.0,148,0.0,2
1.0,7.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15991.606740600002,1,0.0,3.0,7.0,0.0,0.0,0.3,0.7,182709.507271,6.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.0,0.0,0.0,0.0,737,0.0,2
0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13656.1027472,1,0.0,3.0,1.0,0.0,0.0,0.75,0.25,98340.9559166,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,302,0.0,2
0.0,8.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13215.378874,1,0.0,1.0,38.0,0.0,0.0,0.025641025641,0.974358974359,31646.342844,0.0,0.0,0.23076923076900002,0.0,0.0,0.0,0.0384615384615,0.0,0.615384615385,0.0,0.0,1.0,0.115384615385,172,0.0,2
0.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,27141.2244638,1,1.0,15.0,12.0,0.0,0.035714285714300006,0.535714285714,0.428571428571,29143.757228400005,3.0,0.8095238095239999,0.0,0.0,0.0,0.0,0.0,0.14285714285700002,0.0,0.0,0.0,0.047619047619,0.0,246,2.0,2
0.0,11.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14111.3156683,1,1.0,6.0,29.0,0.0,0.0277777777778,0.166666666667,0.805555555556,50764.5998966,3.0,0.0,0.388888888889,0.0,0.0,0.0,0.0555555555556,0.3,0.5,0.0,0.0,0.7,0.0555555555556,276,0.0,2
0.0,7.0,0.0,5.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20749.2360387,1,0.0,6.0,62.0,0.0,0.0,0.0882352941176,0.911764705882,63168.459006,0.0,0.166666666667,0.520833333333,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.833333333333,0.104166666667,553,1.0,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6186.35193982,1,0.0,0.0,12.0,0.0,0.0,0.0,1.0,31329.8572492,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.33333333333299997,0.0,0.0,0.0,0.0,56,0.0,2
0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,63622.4660666,1,0.0,8.0,80.0,0.0,0.0,0.0909090909091,0.909090909091,912.643619918,0.0,0.6,0.0454545454545,0.0,0.6818181818179999,0.2,0.0454545454545,0.0,0.0,0.0,0.0,0.2,0.227272727273,44,1.0,8
0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15495.914739599999,1,0.0,3.0,38.0,0.0,0.0,0.0731707317073,0.926829268293,11796.95785,3.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.416666666667,0.0,0.0,0.0,0.08333333333330001,72,0.0,6
0.0,4.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25838.686102300002,1,0.0,16.0,33.0,0.0,0.0,0.326530612245,0.673469387755,39088.977963699996,5.0,0.888888888889,0.655172413793,0.0,0.0,0.0,0.0,0.111111111111,0.344827586207,0.0,0.0,0.0,0.0,443,0.0,6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15121.473451299998,1,0.0,7.0,31.0,0.0,0.0,0.184210526316,0.8157894736839999,11659.394436,0.0,1.0,0.607142857143,0.0,0.0,0.0,0.0,0.0,0.357142857143,0.0,0.0,0.0,0.035714285714300006,70,5.0,6
0.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11714.297879799999,1,0.0,0.0,39.0,1.0,0.0,0.0,1.0,14206.6278079,0.0,0.0,0.722222222222,0.0,0.0,0.0,0.0,0.0,0.277777777778,0.0,0.0,0.0,0.0,109,0.0,7
0.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42035.8721448,1,0.0,9.0,26.0,0.0,0.0,0.257142857143,0.7428571428569999,4090.34263802,1.0,0.714285714286,0.826086956522,0.14285714285700002,0.0,0.0,0.08695652173910001,0.14285714285700002,0.0434782608696,0.0,0.0434782608696,0.0,0.0,80,1.0,8
